Symbol	Estimate	Std. Error	t value	Pr(>|t|)
NA	1.03E-05	9.76E-06	1.056872591	0.290780174
RP11-885B4.3	8.12E-07	1.71E-06	0.474617899	0.635144779
NA	6.49E-06	9.55E-06	0.679517638	0.496939581
NA	1.71E-05	3.03E-05	0.562719161	0.573730118
NA	4.16E-06	8.94E-06	0.465440464	0.641699613
CTF1	-7.32E-07	8.62E-08	-8.488810714	6.02E-17
NA	3.01E-06	8.63E-06	0.348695361	0.72737854
HELB	1.13E-06	5.58E-07	2.020223444	0.043579666
SERPINH1	4.48E-08	7.59E-09	5.90496957	4.57E-09
NA	8.35E-06	9.58E-06	0.871952476	0.383406856
SETD2	-6.75E-07	1.03E-07	-6.546940104	8.65E-11
NA	1.03E-05	4.41E-06	2.324073947	0.020286048
NA	-3.90E-06	6.25E-06	-0.624159466	0.532640229
NA	5.13E-06	6.85E-06	0.749422548	0.453747875
MIR4766	1.79E-07	3.88E-07	0.460734769	0.645071496
NA	-1.28E-05	7.21E-05	-0.177932432	0.858805749
VCL	-3.53E-07	3.23E-08	-10.93150027	1.35E-26
RP11-128M1.1	1.68E-06	4.03E-07	4.162682864	3.37E-05
NA	1.13E-06	2.85E-07	3.974981231	7.45E-05
NA	1.61E-06	8.17E-07	1.974640565	0.048535458
TPSD1	1.57E-08	2.17E-08	0.724836296	0.468692258
AC007773.2	2.27E-06	4.60E-07	4.922613692	9.72E-07
PDK3	2.25E-07	5.07E-08	4.440550531	9.79E-06
MXI1	-7.68E-07	4.82E-08	-15.94149612	4.34E-52
EPS15	-1.06E-06	8.90E-08	-11.88038736	7.16E-31
NA	-2.17E-07	3.48E-06	-0.062523631	0.950156144
NA	-9.37E-07	4.44E-07	-2.111079128	0.034969674
NA	-2.35E-06	2.08E-06	-1.131851883	0.257920413
NA	-0.000158226	5.38E-05	-2.942492983	0.003317704
NA	2.16E-06	2.14E-06	1.011461098	0.311997504
S1PR2	-6.05E-07	1.46E-07	-4.152705322	3.52E-05
ACKR1	-2.49E-07	1.21E-08	-20.62486362	2.95E-81
NA	1.61E-06	3.37E-06	0.478752848	0.632200749
NA	2.85E-06	9.86E-06	0.288500602	0.773012861
NA	9.84E-06	1.50E-05	0.656174725	0.511836157
NA	-6.16E-06	7.05E-07	-8.740590166	7.58E-18
GJC1	-6.68E-08	2.87E-07	-0.233309925	0.815560117
RABGEF1	2.41E-06	7.24E-07	3.330814128	0.000891983
ELMOD3	-2.65E-06	1.12E-07	-23.71844995	1.77E-102
MIR3622A	0	1.453387714	0	1
NA	0	1.453387714	0	1
NA	1.71E-06	2.08E-06	0.820764169	0.411941878
NA	8.29E-06	7.82E-06	1.060072478	0.289322658
MGST2	-6.92E-08	6.50E-08	-1.064604858	0.287266652
HIST1H2BM	3.91E-08	5.14E-08	0.759480188	0.447712929
NA	-0.000146258	3.38E-05	-4.323156692	1.66E-05
NA	2.65E-06	5.08E-07	5.213768167	2.17E-07
NA	1.16E-06	1.18E-06	0.978595715	0.327974905
NA	7.55E-06	1.72E-06	4.39478559	1.21E-05
NA	4.93E-06	1.05E-05	0.471092224	0.637659586
PTBP3	2.93E-07	3.69E-08	7.924255762	5.16E-15
NA	1.11E-05	9.91E-06	1.121810607	0.262164992
NA	6.60E-06	1.35E-05	0.491005276	0.623511534
NA	-3.94E-06	4.01E-07	-9.824842148	5.67E-22
RP11-1217F2.15	9.56E-06	1.91E-05	0.499679072	0.617391694
NA	-4.10E-06	5.26E-06	-0.779469909	0.435855005
TCTN1	7.34E-07	1.70E-07	4.311195764	1.76E-05
NA	-3.72E-06	1.62E-05	-0.230007491	0.818124729
NA	9.58E-06	2.20E-06	4.350786279	1.47E-05
NA	0	1.453387714	0	1
NA	-3.59E-06	1.11E-06	-3.230675357	0.001268139
NA	6.14E-06	9.42E-06	0.651738801	0.51469315
NA	4.06E-06	1.91E-06	2.130153008	0.033359767
RBM8A	3.07E-07	3.40E-08	9.026086629	6.81E-19
NA	2.06E-06	3.28E-06	0.629660191	0.529035511
C2orf80	5.68E-06	6.40E-06	0.887943032	0.374747427
NA	-1.36E-06	2.89E-06	-0.469832437	0.638559188
NA	1.73E-06	1.65E-06	1.047188325	0.295221343
NA	-2.82E-05	1.68E-05	-1.685438586	0.092161185
NA	1.06E-05	1.34E-05	0.793664427	0.427546039
DTWD1	-3.77E-06	4.37E-07	-8.634139158	1.83E-17
NA	1.56E-06	2.46E-06	0.632059064	0.52746739
ADORA2A-AS1	3.70E-06	1.64E-06	2.261621411	0.023897245
BACE2	9.69E-08	4.61E-08	2.102679816	0.035699402
NA	1.61E-07	2.40E-07	0.672427164	0.501439859
NA	1.01E-05	3.85E-06	2.627524554	0.008709358
NA	-7.13E-06	1.31E-06	-5.447839835	6.17E-08
ZNF92	1.21E-07	3.02E-08	3.99975953	6.72E-05
PIM1	-1.55E-07	3.32E-08	-4.667793145	3.38E-06
NA	-5.23E-06	1.86E-06	-2.816713791	0.004930419
ARHGEF40	-1.97E-06	7.78E-08	-25.35099188	4.03E-114
NA	9.93E-06	9.56E-06	1.039078553	0.298975277
NA	-1.53E-06	1.64E-06	-0.933861488	0.350561201
NA	6.75E-06	1.15E-05	0.586952436	0.557344875
ZNF431	2.50E-07	4.22E-07	0.593216297	0.553146994
NA	4.12E-07	5.56E-07	0.741828994	0.458334557
IFNLR1	-3.00E-06	3.49E-07	-8.5969087	2.49E-17
NA	3.61E-06	2.78E-06	1.299528726	0.19400946
NA	0	1.453387714	0	1
NA	-2.81E-06	2.13E-06	-1.31963195	0.187206936
SLC4A1	-4.06E-05	5.74E-06	-7.068142599	2.64E-12
FAM150A	1.12E-07	2.54E-07	0.438909858	0.66080502
RP11-781P6.1	-1.08E-05	1.97E-05	-0.546303001	0.584958138
NA	-1.44E-05	7.41E-06	-1.944525399	0.052063024
NA	3.05E-05	6.59E-05	0.463223614	0.643287189
NA	1.08E-06	6.00E-07	1.802173726	0.071766253
NA	3.87E-06	4.20E-06	0.921724965	0.356855339
NA	-7.61E-06	7.01E-07	-10.84826391	3.11E-26
DOPEY1	-3.26E-06	2.49E-07	-13.07977919	1.14E-36
NA	-0.000195318	1.73E-05	-11.30918429	2.90E-28
NA	3.12E-06	6.80E-06	0.458038244	0.647007005
NA	5.45E-06	2.40E-05	0.226977988	0.820479104
NA	-7.86E-05	7.69E-05	-1.022086869	0.306943582
NA	-1.01E-05	3.62E-05	-0.278329606	0.780806788
NA	1.01E-06	7.47E-06	0.135049106	0.892595455
COX20	2.05E-06	2.70E-07	7.581075284	6.78E-14
NA	6.61E-07	7.54E-07	0.87768206	0.380290085
NA	2.05E-05	1.79E-05	1.146990463	0.25161175
NA	6.31E-07	6.12E-07	1.030186268	0.30312794
NA	5.74E-08	1.26E-07	0.453943977	0.649950357
NA	1.63E-06	1.69E-06	0.96674008	0.333866688
NA	1.44E-05	1.19E-05	1.215787372	0.224302486
CSNK1G3	-7.54E-09	1.12E-07	-0.067111474	0.946504019
NA	3.76E-07	2.39E-07	1.575580178	0.115383343
NA	-2.83E-05	6.41E-05	-0.442024182	0.658550501
NA	2.14E-06	1.45E-06	1.471890195	0.141309921
MFAP4	-1.50E-07	5.28E-09	-28.35992869	3.80E-136
NA	-0.000121477	0.000134572	-0.902694025	0.366867524
NA	9.77E-07	2.69E-06	0.362995509	0.716671483
MIR5692A2	-2.49E-05	1.32E-05	-1.890849081	0.058882624
NA	-6.97E-07	5.04E-06	-0.138228374	0.890082874
NA	-1.41E-05	1.41E-06	-10.00338869	1.08E-22
ATP5G2	4.77E-08	1.17E-08	4.088294689	4.63E-05
NA	7.82E-06	3.82E-06	2.044422171	0.041127384
NA	2.41E-05	5.13E-05	0.468880197	0.639239527
DSCR9	1.60E-05	3.37E-06	4.758043596	2.19E-06
NA	3.64E-06	1.05E-05	0.347699735	0.728126019
RNA5S4	0	1.453387714	0	1
NA	2.19E-06	5.18E-07	4.22092841	2.61E-05
NA	5.64E-06	2.28E-05	0.247066233	0.804898774
NA	-4.01E-06	1.68E-06	-2.391431795	0.016934434
NA	1.86E-06	8.63E-06	0.215662013	0.829287471
NA	2.22E-06	1.16E-06	1.916612328	0.05552196
NA	1.02E-06	4.69E-07	2.177359674	0.029645966
NA	5.37E-06	8.34E-06	0.643992976	0.519701734
NA	8.29E-06	2.67E-05	0.31069353	0.756086995
TMEM43	-4.78E-07	2.54E-08	-18.80263402	2.05E-69
NA	0	1.453387714	0	1
BCL7A	1.27E-07	1.74E-07	0.727932638	0.46679531
NA	-1.98E-06	7.90E-07	-2.503475793	0.012428588
HIST1H1D	4.95E-08	2.81E-08	1.757849707	0.079025286
NA	7.58E-08	1.15E-07	0.661794705	0.508228496
DRC1	7.04E-07	6.44E-07	1.093689097	0.274308498
NA	2.11E-07	5.73E-07	0.368454421	0.712598717
LSP1	-7.89E-09	3.51E-08	-0.224743542	0.822216642
CTD-2218G20.2	2.96E-06	5.12E-06	0.5782823	0.563180885
NA	2.43E-06	1.55E-06	1.567541249	0.117249048
NA	-2.57E-07	9.73E-07	-0.264436278	0.791488682
NA	6.32E-08	1.35E-08	4.671636125	3.32E-06
NA	1.30E-06	2.71E-06	0.480653664	0.630849344
NA	7.89E-07	1.61E-06	0.491167071	0.623397139
TSPAN17	8.91E-07	8.15E-08	10.93594447	1.29E-26
RP11-622A1.2	1.67E-06	4.07E-06	0.410187194	0.68174107
NA	2.28E-07	2.79E-07	0.817611224	0.413739782
NA	4.51E-07	8.00E-07	0.56352523	0.573181441
MIR3194	-3.62E-06	2.65E-06	-1.369307096	0.171156766
NA	-4.96E-05	1.61E-05	-3.077233279	0.002136146
NA	-3.58E-06	4.12E-06	-0.867391561	0.38589906
NA	0	1.453387714	0	1
EPN1	6.84E-07	9.73E-08	7.029379999	3.45E-12
RP11-173M11.6	-8.64E-06	4.42E-06	-1.952834163	0.051068958
TMEM40	3.88E-07	1.68E-07	2.304330081	0.021372418
NA	1.93E-06	5.54E-06	0.347669526	0.728148703
CCNYL1	-6.02E-07	1.77E-07	-3.407301029	0.000677589
NA	-1.58E-06	5.10E-06	-0.308756859	0.757559507
NA	9.53E-10	4.43E-07	0.002149985	0.998284915
NA	1.43E-05	5.79E-06	2.470634865	0.013624014
CBR1	2.82E-08	3.42E-08	0.824399337	0.409874766
CSRP3	-1.67E-08	5.39E-09	-3.10646913	0.001937307
NA	0	1.453387714	0	1
NA	0.000460025	0.00037859	1.215101463	0.224563855
NA	9.91E-07	2.00E-06	0.495512371	0.620328246
PHKA1	5.01E-07	1.32E-07	3.800422868	0.000151619
ATP5J2-PTCD1	5.21E-06	8.86E-06	0.588551553	0.556271713
NA	3.58E-07	4.76E-07	0.751764392	0.452338595
MIR26B	1.21E-06	9.98E-07	1.212361912	0.225609951
SMARCA4	5.18E-07	4.58E-08	11.31407473	2.76E-28
NA	2.78E-05	5.09E-05	0.545130799	0.585763776
NA	-3.18E-05	3.54E-06	-8.983021108	9.84E-19
NA	-9.08E-07	1.25E-07	-7.250912793	7.36E-13
NA	3.96E-06	4.29E-06	0.923848623	0.355748871
NA	4.12E-06	3.10E-06	1.330504723	0.183602099
MIR100HG	-3.53E-06	1.59E-07	-22.2648538	2.37E-92
NCK1	-4.92E-07	8.98E-08	-5.476160183	5.28E-08
PPP2R5E	3.52E-07	1.64E-07	2.137636019	0.03274574
NA	1.70E-06	5.32E-06	0.319022396	0.749764456
NA	6.52E-06	2.41E-05	0.270217531	0.787038872
NA	-3.53E-08	4.19E-07	-0.084333119	0.932805497
NA	5.71E-06	1.42E-06	4.025080062	6.05E-05
GATAD2B	4.16E-07	8.48E-08	4.902185329	1.08E-06
NA	2.70E-05	5.99E-05	0.451528876	0.651689135
NA	3.43E-07	8.70E-07	0.394271082	0.693450215
NA	6.79E-05	6.03E-05	1.125901114	0.260430085
NA	1.98E-05	4.11E-05	0.481569134	0.630198922
NA	-2.93E-06	1.06E-05	-0.276214252	0.782430564
NA	4.24E-06	4.04E-06	1.050857376	0.293533406
PPA1	-2.43E-08	2.27E-08	-1.071104289	0.284335608
MIR101-1	-1.97E-06	8.95E-07	-2.203224909	0.027766337
ALMS1	5.09E-07	1.71E-07	2.970664352	0.00303006
TRIM49	9.47E-07	1.86E-06	0.509194811	0.610708292
NA	1.58E-06	2.79E-06	0.567289036	0.570622792
MRPS34	7.74E-08	7.66E-09	10.10638155	4.13E-23
NA	-2.29E-05	8.28E-06	-2.769724668	0.00569593
NA	1.66E-06	3.14E-06	0.530129776	0.596118979
WNT10B	-3.42E-06	5.49E-07	-6.231016122	6.38E-10
SCGB1D1	-2.47E-06	3.10E-06	-0.798625904	0.424663696
FAIM	4.56E-08	2.30E-07	0.198716906	0.842517499
NA	-7.23E-06	1.97E-06	-3.662861016	0.000260165
NA	-1.17E-05	1.41E-06	-8.319479436	2.35E-16
NA	1.20E-05	3.40E-05	0.352653932	0.724409166
NA	9.78E-07	7.72E-07	1.267194207	0.205329085
NA	1.63E-05	2.16E-05	0.754238638	0.450852332
NA	3.16E-05	1.26E-05	2.502344754	0.012468159
EFHD2	1.41E-07	2.36E-08	5.977084686	2.98E-09
NUPR1	3.11E-08	1.22E-08	2.557385411	0.010667012
NA	7.93E-07	4.00E-06	0.198550411	0.842647719
NA	-3.82E-05	2.45E-05	-1.558868645	0.119288323
ZNF441	-2.00E-06	2.89E-07	-6.937570967	6.48E-12
NA	1.79E-06	1.56E-06	1.144979608	0.252443466
NA	8.17E-10	6.23E-10	1.312003941	0.189767037
NA	0	1.453387714	0	1
MIIP	3.13E-07	6.04E-08	5.186688299	2.51E-07
NA	-1.61E-05	2.11E-06	-7.621891129	5.02E-14
NA	3.29E-05	3.33E-05	0.988305178	0.323200305
NA	9.78E-07	1.54E-06	0.636904725	0.524307082
ATP5G1	6.32E-08	1.42E-08	4.464886446	8.76E-06
OR13H1	1.72E-06	1.95E-05	0.08795602	0.929926149
NA	6.31E-06	1.20E-05	0.52497844	0.599694113
NA	-6.59E-06	2.82E-05	-0.233887509	0.815111778
NA	9.94E-06	1.57E-05	0.633573825	0.526478429
NA	0.000178582	0.00028159	0.634189916	0.526076465
MAP3K15	-1.75E-05	4.45E-06	-3.928447983	9.03E-05
NA	3.60E-06	4.48E-06	0.802464626	0.422441433
NA	2.38E-07	4.41E-06	0.053904874	0.957019829
SNORD116-18	4.48E-08	9.01E-08	0.497722607	0.618769787
NA	-3.45E-05	2.92E-06	-11.80676957	1.57E-30
CACNA1S	-1.33E-07	4.27E-08	-3.105534955	0.001943388
NA	0	1.453387714	0	1
DEFB130	-0.000604557	0.000192891	-3.134180756	0.001764684
NA	2.04E-05	9.77E-06	2.087500693	0.037051165
NA	5.48E-06	3.33E-06	1.646358731	0.099948964
NA	-2.35E-07	2.11E-06	-0.111327227	0.911375283
NA	2.01E-06	1.66E-05	0.120501108	0.904106158
NA	-9.02E-07	7.33E-06	-0.123085669	0.90205965
RP11-100N20.1	6.94E-06	8.93E-06	0.777376747	0.437088107
NA	7.81E-06	2.00E-05	0.390643498	0.696129363
NA	1.35E-07	1.33E-07	1.021240714	0.307344037
NA	4.13E-07	5.63E-07	0.732548084	0.463975628
NA	-4.42E-06	2.00E-06	-2.205204026	0.027626848
INSC	-4.21E-07	1.00E-06	-0.420962165	0.673857283
RNASE12	-2.02E-05	7.09E-06	-2.849476834	0.004453152
NA	4.05E-07	5.01E-07	0.808654106	0.418872704
NA	7.13E-07	8.75E-07	0.814260977	0.41565528
ATP13A5	-1.02E-06	1.41E-07	-7.244176128	7.71E-13
NA	1.41E-06	2.25E-06	0.628252545	0.52995678
KRTCAP3	1.42E-07	2.31E-08	6.143042046	1.10E-09
SDCBP2	4.17E-07	1.48E-07	2.812723625	0.004991604
GBX1	-2.24E-06	5.74E-06	-0.39012311	0.696514008
NA	1.27E-05	2.36E-05	0.537503246	0.591018633
RP11-16E18.4	6.39E-07	1.51E-07	4.232817243	2.48E-05
NA	3.97E-07	2.79E-07	1.424573752	0.154537668
ABTB1	-9.40E-07	1.29E-07	-7.261430333	6.83E-13
NA	5.57E-06	1.23E-05	0.453894474	0.649985978
PEBP4	-5.80E-08	2.93E-08	-1.983785508	0.047504885
OR2G2	3.53E-06	1.65E-05	0.213631229	0.830870546
NA	-1.11E-06	3.57E-06	-0.311580227	0.755413106
NA	7.53E-07	2.73E-06	0.275717128	0.782812301
NA	3.46E-05	7.14E-05	0.4843245	0.628243025
NA	-3.73E-06	4.08E-07	-9.152761443	2.29E-19
RP11-887P2.5	6.40E-08	5.18E-07	0.123561786	0.901682721
NA	-1.82E-05	0.000139252	-0.131008061	0.895790655
OR4K13	4.78E-05	4.98E-05	0.958541705	0.337980683
SEC22A	8.92E-07	3.65E-07	2.444861725	0.01463227
NA	-6.07E-05	2.21E-05	-2.748465615	0.006076293
TMEM183A	7.53E-07	7.25E-08	10.39331409	2.69E-24
DAGLA	-1.17E-06	3.51E-07	-3.321932783	0.000920597
TRIM14	5.10E-07	5.97E-08	8.540304373	3.96E-17
NA	1.68E-05	6.51E-06	2.585173886	0.009848836
NA	3.41E-06	1.21E-05	0.282171006	0.777860525
NA	7.64E-06	1.34E-05	0.570354812	0.5685427
NA	-2.65E-06	1.36E-06	-1.952533832	0.051104611
MSTO1	9.07E-07	2.00E-07	4.541481975	6.14E-06
NA	1.24E-07	1.27E-06	0.097328678	0.922481461
NA	0	1.453387714	0	1
NA	3.94E-06	1.17E-05	0.33632408	0.736684664
U82695.5	1.43E-07	2.11E-07	0.676890191	0.498604687
TNR	5.04E-07	4.04E-07	1.249451131	0.211741152
NA	-3.23E-05	2.19E-05	-1.475400278	0.140364472
NA	-2.09E-07	5.10E-07	-0.410971772	0.681165824
ZNF433	3.87E-07	3.03E-07	1.278483308	0.201323629
LENG9	4.96E-07	1.21E-07	4.082119607	4.75E-05
AC006115.7	1.52E-06	7.97E-07	1.908912044	0.056509226
RP13-735L24.1	2.43E-07	1.12E-06	0.217694928	0.827703429
NA	-8.20E-06	1.05E-06	-7.831884596	1.04E-14
GUCY1B3	-2.32E-07	1.28E-07	-1.80246897	0.071719799
NA	0.000102325	0.000128799	0.794453346	0.42708696
NA	9.07E-06	3.29E-05	0.27567442	0.782845099
NA	-7.76E-06	1.33E-05	-0.583346304	0.559768638
NA	9.74E-07	1.06E-05	0.092143304	0.926599398
CYP7A1	-6.15E-05	7.30E-06	-8.432432138	9.50E-17
NA	3.34E-05	1.90E-05	1.758509814	0.07891295
NA	4.50E-06	4.27E-06	1.054233226	0.291986092
GOLGA8A	-8.75E-07	1.05E-07	-8.310862474	2.52E-16
PKN3	-1.30E-06	1.46E-07	-8.883557906	2.29E-18
NA	3.31E-07	2.89E-07	1.144580581	0.252608737
NA	8.17E-06	8.96E-06	0.912133734	0.361879562
EDRF1	1.54E-07	2.66E-07	0.576736756	0.564224306
NA	3.61E-06	1.13E-05	0.320101584	0.748946453
PDZK1IP1	1.88E-08	8.34E-09	2.249267864	0.024674243
NA	5.89E-07	1.35E-07	4.35278983	1.46E-05
RP11-388C12.1	-2.96E-06	1.50E-06	-1.971403398	0.048904742
NA	-2.65E-06	1.63E-06	-1.623213915	0.104803517
NA	-1.59E-05	1.67E-06	-9.50899974	9.94E-21
NA	-9.48E-07	7.40E-07	-1.280611576	0.20057494
PAX6	3.92E-07	6.85E-07	0.572125662	0.567342856
CCDC173	8.12E-07	5.88E-07	1.381291212	0.167443827
NA	-5.00E-06	9.65E-07	-5.176472428	2.64E-07
DGKK	2.90E-06	7.18E-06	0.40340657	0.686720252
NA	-8.72E-07	1.03E-06	-0.844645657	0.398475266
NA	7.18E-07	2.32E-07	3.093094966	0.002026055
HLF	-2.70E-06	7.82E-08	-34.57188494	7.50E-183
CHRNE	-8.70E-07	7.87E-07	-1.105588675	0.269123825
NA	1.79E-06	3.76E-06	0.476807513	0.633585078
C16orf92	1.37E-05	3.22E-06	4.2382578	2.42E-05
C1orf158	2.05E-06	1.41E-06	1.447237144	0.148088894
NA	3.16E-09	7.23E-09	0.437548633	0.661791407
NA	-9.21E-05	0.000100201	-0.919511419	0.358010949
CPEB4	-1.35E-07	9.40E-08	-1.4373145	0.150886547
NA	-1.38E-05	1.67E-06	-8.251711291	4.03E-16
LINC01097	5.03E-05	3.36E-05	1.496366002	0.134818436
NA	3.27E-06	3.12E-06	1.049417053	0.294195248
C5orf34	2.26E-06	3.30E-07	6.855051845	1.13E-11
NA	5.82E-07	1.07E-06	0.54348125	0.58689836
HELZ	-2.37E-07	1.20E-07	-1.972919641	0.048731482
RPN1	9.44E-08	8.93E-09	10.57820088	4.47E-25
NA	1.13E-05	5.42E-06	2.086065152	0.037181235
NA	3.00E-06	5.26E-06	0.5702869	0.568588738
NA	2.19E-07	1.94E-07	1.129629162	0.258855849
NA	4.00E-06	6.63E-06	0.603457369	0.546317289
NA	1.98E-07	2.53E-07	0.781994424	0.434370464
NA	7.83E-06	1.17E-05	0.671593992	0.501970083
NA	9.86E-08	1.82E-07	0.541028958	0.588586963
TIMM13	1.07E-07	1.68E-08	6.379867774	2.52E-10
PLEKHM2	-1.60E-07	6.20E-08	-2.572559922	0.010213025
FBXL5	-4.00E-07	2.82E-08	-14.21373274	1.59E-42
NA	3.72E-06	6.57E-06	0.566758125	0.570983377
NA	-2.20E-06	7.05E-06	-0.311764754	0.755272889
NA	8.84E-07	1.31E-06	0.672645187	0.50130116
hsa-mir-4259	4.89E-06	4.59E-06	1.065351968	0.286928693
NA	3.73E-06	2.76E-06	1.349662266	0.177376164
NA	5.61E-06	1.24E-05	0.451508221	0.651704014
YEATS2	3.15E-07	1.32E-07	2.388385721	0.017074783
COQ10A	-7.16E-07	1.46E-07	-4.904535616	1.06E-06
MIR512-2	0	1.453387714	0	1
NA	0	1.453387714	0	1
NA	1.91E-06	5.68E-06	0.336505522	0.736547893
NA	4.72E-07	8.42E-07	0.560655698	0.575135813
SNED1	-1.98E-06	2.25E-07	-8.802167077	4.54E-18
RP11-803B1.8	-9.08E-06	1.75E-06	-5.185396838	2.52E-07
SLC26A2	-6.65E-08	4.87E-08	-1.364718491	0.172594641
TPRA1	3.62E-07	7.98E-08	4.534784689	6.34E-06
NA	3.26E-07	9.00E-07	0.362608904	0.716960227
GAS8-AS1	2.23E-07	9.98E-07	0.223859348	0.822904445
NTPCR	1.10E-06	2.71E-07	4.042278659	5.63E-05
MEF2D	1.69E-07	6.09E-08	2.780785685	0.005506654
ERCC2	1.16E-06	1.83E-07	6.351527175	3.01E-10
RP5-1100I6.2	2.50E-05	1.98E-05	1.263279692	0.206731436
NA	-1.51E-05	7.08E-06	-2.131128882	0.033279135
NA	-3.25E-06	1.44E-05	-0.226504213	0.820847445
NA	1.05E-05	2.02E-05	0.517675439	0.604779131
MTAP	-2.27E-07	2.12E-07	-1.072399376	0.283753993
NA	-1.25E-06	5.04E-06	-0.247619177	0.804470979
NA	3.59E-06	4.81E-06	0.744938759	0.456453047
NA	3.36E-06	4.73E-06	0.711928754	0.476645793
NA	-3.87E-05	7.18E-06	-5.386326204	8.63E-08
RP11-215P8.4	9.41E-07	1.17E-06	0.803402492	0.421899535
IGBP1	-1.37E-07	2.55E-08	-5.382223233	8.82E-08
NA	2.27E-08	1.52E-08	1.492561794	0.135811964
CCDC102B	-1.28E-06	6.65E-07	-1.929935836	0.053847731
ACSL3	1.27E-08	1.74E-08	0.732613692	0.463935615
NA	3.32E-08	6.78E-08	0.489409029	0.624640632
NA	2.77E-07	2.32E-07	1.194061333	0.232687429
SSTR2	2.33E-07	6.54E-08	3.553347672	0.000394969
NA	1.31E-06	2.80E-06	0.467940197	0.639911419
NA	5.62E-05	3.90E-05	1.441388225	0.149733134
OAZ3	2.22E-06	2.91E-07	7.635677577	4.53E-14
NA	1.03E-05	1.10E-05	0.933625769	0.350682772
SNORD32A	0	1.453387714	0	1
GJB6	6.47E-08	6.65E-08	0.973998619	0.330251415
TNFAIP1	-3.20E-08	3.63E-08	-0.881872622	0.378020407
NA	1.20E-06	1.48E-06	0.810579552	0.417766164
ZNF439	1.08E-07	2.98E-07	0.363618415	0.716206336
REEP2	-5.34E-08	1.29E-07	-0.41489198	0.678294348
NA	0	1.453387714	0	1
TRPT1	2.78E-07	5.65E-08	4.923912359	9.65E-07
NA	5.02E-05	7.45E-05	0.673921957	0.500489329
NA	1.95E-06	4.79E-07	4.080350184	4.79E-05
FAM219A	2.50E-07	1.05E-07	2.373628474	0.017769295
VDAC1	1.05E-07	1.20E-08	8.729015842	8.35E-18
WFDC3	2.64E-06	6.77E-07	3.897733916	0.000102409
NA	7.84E-06	1.24E-05	0.631371663	0.527916495
RP11-506B15.4	-4.81E-08	4.41E-06	-0.01090235	0.991303148
NA	-6.80E-05	5.16E-05	-1.318376528	0.187626514
ZFYVE9	-1.45E-06	1.17E-07	-12.37911165	3.13E-33
NA	2.59E-06	4.15E-06	0.623029594	0.533382191
NA	1.26E-06	2.40E-06	0.523816301	0.600502003
NA	8.22E-06	2.48E-05	0.330952897	0.740737225
NA	3.29E-07	4.49E-07	0.732482631	0.464015549
NA	2.35E-05	1.97E-05	1.189770183	0.234369551
NA	1.57E-05	4.91E-05	0.320101584	0.748946453
LRRC37A	1.90E-06	2.70E-06	0.701541187	0.48309991
POMGNT2	2.43E-07	9.74E-08	2.496878622	0.012660979
MIR4429	2.24E-07	2.08E-07	1.079419858	0.280615185
NA	-3.65E-05	2.70E-05	-1.355860314	0.175395974
NA	3.52E-06	5.51E-06	0.638630753	0.523183729
CCDC175	8.40E-06	3.31E-06	2.534698266	0.011379294
NA	0	1.453387714	0	1
TMEM61	-1.04E-07	1.82E-07	-0.571048333	0.568072659
C10orf88	5.40E-07	2.40E-07	2.252461687	0.02447129
FIS1	1.70E-08	1.35E-08	1.263310062	0.20672053
CCDC17	-1.52E-07	7.84E-07	-0.193543137	0.846566029
SOX8	4.23E-08	6.11E-08	0.692925387	0.488489019
ANAPC16	-2.41E-07	3.89E-08	-6.19773418	7.84E-10
NA	3.12E-05	4.44E-05	0.700831398	0.483542652
NA	-3.11E-07	3.07E-07	-1.010624316	0.312397821
NA	-5.28E-06	2.06E-06	-2.568269303	0.010339611
NA	2.13E-06	4.67E-06	0.455243718	0.649015383
6-Mar	6.12E-08	5.47E-08	1.117842236	0.263855721
NA	9.83E-07	2.14E-06	0.459985273	0.645609227
FAM197Y5	0	1.453387714	0	1
NA	2.56E-06	6.82E-06	0.374932529	0.707776188
NA	9.32E-07	2.49E-06	0.375077984	0.70766804
NA	3.21E-07	7.98E-07	0.402875235	0.687111004
NA	7.86E-06	1.30E-05	0.606984466	0.543974815
NA	-1.31E-05	2.72E-05	-0.481486711	0.63025747
NA	-1.42E-05	1.77E-06	-8.018431688	2.50E-15
SPG21	3.05E-07	4.45E-08	6.855812569	1.13E-11
NA	-2.16E-06	1.02E-06	-2.109053845	0.035144452
NA	2.07E-06	7.43E-07	2.782474207	0.005478265
NA	6.83E-06	4.98E-06	1.369979237	0.170946901
GAS7	-1.11E-06	8.27E-08	-13.46955044	1.22E-38
NA	2.50E-07	7.13E-07	0.351156249	0.725532111
NA	6.12E-08	5.17E-07	0.118541093	0.905658564
ZNF594	-1.21E-06	3.72E-07	-3.258776201	0.001149967
NA	5.10E-06	2.66E-06	1.920038623	0.055087317
AP5M1	-7.40E-07	2.89E-07	-2.563534787	0.010480915
SGSM2	-3.41E-07	9.23E-08	-3.698129812	0.000226904
NA	-6.39E-06	2.75E-06	-2.32410803	0.020284215
NA	3.11E-06	4.04E-06	0.769969149	0.441468113
NA	4.19E-07	5.88E-07	0.713158908	0.475884604
NA	5.85E-06	1.57E-05	0.372252718	0.709769723
NA	9.16E-07	3.25E-07	2.819850401	0.0048828
ELOVL4	1.67E-07	1.40E-07	1.191410238	0.233725637
NA	5.31E-06	1.08E-05	0.490623527	0.623781482
