Category+A1:M65	Term	Count	%	PValue	Fold Enrichment	Bonferroni	Benjamini	FDR
PIR_SUPERFAMILY	PIRSF038001:caspase, interleukin-1 beta convertase type	3	0.29154519	0.073419651	6.305590062	0.999734922	0.599505068	57.62561218
GOTERM_BP_DIRECT	GO:0071310~cellular response to organic substance	4	0.388726919	0.073456981	4.019388427	1	0.561338549	75.57626779
INTERPRO	IPR000859:CUB domain	7	0.680272109	0.073853463	2.364418964	1	0.569991761	71.10882864
SMART	SM00848:SM00848	3	0.29154519	0.074605079	6.413903061	0.999999992	0.387185371	63.24069396
GOTERM_BP_DIRECT	GO:0000302~response to reactive oxygen species	6	0.583090379	0.075260817	2.628061664	1	0.569442368	76.43999595
UP_SEQ_FEATURE	domain:TSP type-1 2	6	0.583090379	0.075386097	2.635533662	1	0.833394404	74.96910749
UP_SEQ_FEATURE	domain:TSP type-1 1	6	0.583090379	0.075386097	2.635533662	1	0.833394404	74.96910749
UP_SEQ_FEATURE	short sequence motif:Cysteine switch	6	0.583090379	0.075386097	2.635533662	1	0.833394404	74.96910749
GOTERM_BP_DIRECT	GO:0006816~calcium ion transport	9	0.874635569	0.075474119	2.022915886	1	0.569481233	76.54019906
GOTERM_MF_DIRECT	GO:0051019~mitogen-activated protein kinase binding	4	0.388726919	0.075612882	3.978084129	1	0.491363838	70.74256504
GOTERM_BP_DIRECT	GO:0010544~negative regulation of platelet activation	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0002456~T cell mediated immunity	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0045580~regulation of T cell differentiation	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0034695~response to prostaglandin E	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0032966~negative regulation of collagen biosynthetic process	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0050687~negative regulation of defense response to virus	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0034138~toll-like receptor 3 signaling pathway	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:1900165~negative regulation of interleukin-6 secretion	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0010518~positive regulation of phospholipase activity	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0070723~response to cholesterol	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0032688~negative regulation of interferon-beta production	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0060396~growth hormone receptor signaling pathway	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0019934~cGMP-mediated signaling	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0001766~membrane raft polarization	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0042119~neutrophil activation	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0032731~positive regulation of interleukin-1 beta production	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0030853~negative regulation of granulocyte differentiation	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0045576~mast cell activation	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0050862~positive regulation of T cell receptor signaling pathway	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_BP_DIRECT	GO:0070244~negative regulation of thymocyte apoptotic process	3	0.29154519	0.075626673	6.405900305	1	0.569217044	76.61161741
GOTERM_CC_DIRECT	GO:0030139~endocytic vesicle	7	0.680272109	0.075687174	2.348280686	1	0.396349282	67.60628028
GOTERM_BP_DIRECT	GO:0042542~response to hydrogen peroxide	7	0.680272109	0.075767949	2.344643249	1	0.56889813	76.67757197
BBID	56.Macrophage_regulation_of_CD4+T_cells	8	0.777453839	0.075775546	1.858682635	0.999439135	0.414164628	57.9443697
BIOCARTA	h_ccr5Pathway:Pertussis toxin-insensitive CCR5 Signaling in Macrophage	7	0.680272109	0.075958744	2.222982216	0.999999985	0.248661915	63.6284096
UP_SEQ_FEATURE	metal ion-binding site:Calcium 1; via carbonyl oxygen	5	0.485908649	0.075981644	3.08851601	1	0.833160894	75.252488
UP_KEYWORDS	Alternative promoter usage	9	0.874635569	0.076012116	2.025688976	1	0.259024582	66.56982637
UP_KEYWORDS	Hereditary hemolytic anemia	5	0.485908649	0.077528976	3.069225722	1	0.261414206	67.32248591
GOTERM_BP_DIRECT	GO:0043392~negative regulation of DNA binding	5	0.485908649	0.07796408	3.050428717	1	0.578687731	77.68048577
GOTERM_BP_DIRECT	GO:0000060~protein import into nucleus, translocation	5	0.485908649	0.07796408	3.050428717	1	0.578687731	77.68048577
GOTERM_BP_DIRECT	GO:0030574~collagen catabolic process	8	0.777453839	0.079060557	2.135300102	1	0.582969257	78.16581321
INTERPRO	IPR001855:Beta defensin type	3	0.29154519	0.080880693	6.192525859	1	0.601231735	74.45925963
UP_SEQ_FEATURE	repeat:LRR 14	7	0.680272109	0.081634588	2.306091954	1	0.85231989	77.7957496
GOTERM_BP_DIRECT	GO:0043124~negative regulation of I-kappaB kinase/NF-kappaB signaling	6	0.583090379	0.082078244	2.562360122	1	0.596229273	79.45049908
GOTERM_CC_DIRECT	GO:0031528~microvillus membrane	4	0.388726919	0.083870794	3.813749084	1	0.425584518	71.48024315
UP_KEYWORDS	MHC I	3	0.29154519	0.084068384	6.077066929	1	0.278577325	70.39082103
GOTERM_BP_DIRECT	GO:0008217~regulation of blood pressure	8	0.777453839	0.084371579	2.102449331	1	0.605760894	80.37864057
GOTERM_BP_DIRECT	GO:0043627~response to estrogen	8	0.777453839	0.084371579	2.102449331	1	0.605760894	80.37864057
GOTERM_BP_DIRECT	GO:2000249~regulation of actin cytoskeleton reorganization	4	0.388726919	0.084466115	3.79608907	1	0.605169784	80.41603607
GOTERM_BP_DIRECT	GO:0001782~B cell homeostasis	4	0.388726919	0.084466115	3.79608907	1	0.605169784	80.41603607
GOTERM_BP_DIRECT	GO:0033280~response to vitamin D	4	0.388726919	0.084466115	3.79608907	1	0.605169784	80.41603607
GOTERM_BP_DIRECT	GO:0031293~membrane protein intracellular domain proteolysis	4	0.388726919	0.084466115	3.79608907	1	0.605169784	80.41603607
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	27	2.623906706	0.085382148	1.36769514	0.999999998	0.214649531	67.94572094
BBID	18.Cytokine_astocytes	11	1.068999028	0.086049815	1.597305389	0.999806072	0.434400096	62.80723023
GOTERM_MF_DIRECT	GO:0046703~natural killer cell lectin-like receptor binding	3	0.29154519	0.086269123	5.967126193	1	0.536307607	75.59261627
GOTERM_MF_DIRECT	GO:0034713~type I transforming growth factor beta receptor binding	3	0.29154519	0.086269123	5.967126193	1	0.536307607	75.59261627
GOTERM_BP_DIRECT	GO:0048873~homeostasis of number of cells within a tissue	5	0.485908649	0.086450428	2.94524152	1	0.613069597	81.18558668
GOTERM_BP_DIRECT	GO:0048662~negative regulation of smooth muscle cell proliferation	5	0.485908649	0.086450428	2.94524152	1	0.613069597	81.18558668
BBID	12.IL-6_type_cytok-signal-transduct	12	1.166180758	0.086738035	1.548902196	0.999819465	0.416507855	63.1139268
GOTERM_MF_DIRECT	GO:0044212~transcription regulatory region DNA binding	18	1.749271137	0.0877075	1.512792556	1	0.539194967	76.18634599
UP_SEQ_FEATURE	metal ion-binding site:Zinc 2; in inhibited form	3	0.29154519	0.087717044	5.929950739	1	0.870473651	80.25589336
GOTERM_BP_DIRECT	GO:0051209~release of sequestered calcium ion into cytosol	6	0.583090379	0.089211384	2.499863534	1	0.62415758	82.20886488
INTERPRO	IPR002477:Peptidoglycan binding-like	4	0.388726919	0.089427116	3.715515516	1	0.636542532	78.0429151
BIOCARTA	h_ox40Pathway:OX40 Signaling Pathway	3	0.29154519	0.089488541	5.398671096	0.999999999	0.283931953	69.8872846
UP_KEYWORDS	SH3-binding	7	0.680272109	0.08956672	2.250765529	1	0.2921791	72.76146133
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	28	2.721088435	0.08961363	1.350810015	0.999999999	0.222068863	69.78569488
GOTERM_MF_DIRECT	GO:0005154~epidermal growth factor receptor binding	5	0.485908649	0.091851728	2.887319126	1	0.553276946	77.82229066
GOTERM_BP_DIRECT	GO:0090263~positive regulation of canonical Wnt signaling pathway	12	1.166180758	0.092572651	1.708240081	1	0.637417282	83.38362193
UP_KEYWORDS	Proteoglycan	6	0.583090379	0.09258162	2.480435481	1	0.298386243	73.98535442
GOTERM_BP_DIRECT	GO:0046638~positive regulation of alpha-beta T cell differentiation	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0034393~positive regulation of smooth muscle cell apoptotic process	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0008354~germ cell migration	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0050665~hydrogen peroxide biosynthetic process	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0007167~enzyme linked receptor protein signaling pathway	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0035457~cellular response to interferon-alpha	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0050778~positive regulation of immune response	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0010224~response to UV-B	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0070234~positive regulation of T cell apoptotic process	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0010950~positive regulation of endopeptidase activity	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0050764~regulation of phagocytosis	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0050807~regulation of synapse organization	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0072488~ammonium transmembrane transport	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0003084~positive regulation of systemic arterial blood pressure	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
GOTERM_BP_DIRECT	GO:0060670~branching involved in labyrinthine layer morphogenesis	3	0.29154519	0.093566822	5.694133605	1	0.640532755	83.71677083
SMART	SM00020:Tryp_SPc	13	1.263362488	0.094266067	1.648771691	1	0.456263427	72.13969349
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	11	1.068999028	0.094576114	1.741278535	1	0.230930016	71.81931298
GOTERM_BP_DIRECT	GO:0001558~regulation of cell growth	9	0.874635569	0.095136142	1.921770092	1	0.64595337	84.22982677
GOTERM_BP_DIRECT	GO:0001503~ossification	9	0.874635569	0.095136142	1.921770092	1	0.64595337	84.22982677
GOTERM_BP_DIRECT	GO:1900740~positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	5	0.485908649	0.095363724	2.847066802	1	0.645871391	84.30294755
GOTERM_BP_DIRECT	GO:0044344~cellular response to fibroblast growth factor stimulus	5	0.485908649	0.095363724	2.847066802	1	0.645871391	84.30294755
GOTERM_BP_DIRECT	GO:2000379~positive regulation of reactive oxygen species metabolic process	5	0.485908649	0.095363724	2.847066802	1	0.645871391	84.30294755
GOTERM_BP_DIRECT	GO:0060325~face morphogenesis	5	0.485908649	0.095363724	2.847066802	1	0.645871391	84.30294755
GOTERM_BP_DIRECT	GO:0045862~positive regulation of proteolysis	4	0.388726919	0.096128533	3.596294908	1	0.647957474	84.54633478
GOTERM_BP_DIRECT	GO:0030220~platelet formation	4	0.388726919	0.096128533	3.596294908	1	0.647957474	84.54633478
UP_KEYWORDS	Pyrogen	2	0.19436346	0.096204742	20.25688976	1	0.306139758	75.38860791
UP_SEQ_FEATURE	domain:Hemopexin-like 4	4	0.388726919	0.09708962	3.593909539	1	0.895022406	83.54934479
UP_SEQ_FEATURE	domain:Hemopexin-like 3	4	0.388726919	0.09708962	3.593909539	1	0.895022406	83.54934479
SMART	SM00194:PTPc	6	0.583090379	0.097251169	2.426882239	1	0.45874539	73.30189967
INTERPRO	IPR010255:Haem peroxidase	3	0.29154519	0.097602265	5.573273273	1	0.667031365	81.02468553
INTERPRO	IPR019791:Haem peroxidase, animal, subgroup	3	0.29154519	0.097602265	5.573273273	1	0.667031365	81.02468553
INTERPRO	IPR025661:Cysteine peptidase, asparagine active site	3	0.29154519	0.097602265	5.573273273	1	0.667031365	81.02468553
SMART	SM00042:CUB	7	0.680272109	0.098028297	2.182508681	1	0.453343381	73.59703667
BIOCARTA	h_pcafPathway:The information-processing pathway at the IFN-beta enhancer	6	0.583090379	0.098119821	2.313716184	1	0.303893099	73.34422764
UP_SEQ_FEATURE	region of interest:Calcineurin B binding-site 1	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Lymphocyte antigen 75	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Extended SH2 subdomain (ESS)	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Glycophorin-B	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	binding site:Chloride 1	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Calcineurin B binding-site 2	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:C4a anaphylatoxin	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:NEMO-binding	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	site:Involved in GAG binding	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:human leucocyte antigen DRB1	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	short sequence motif:Stop-transfer sequence	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DR-1 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	domain:C-type lectin 9	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	binding site:Substrate carboxyl	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Complement C4 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Kinase inhibitory region (KIR)	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	binding site:Chloride 2	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Trans-activation domain A (TAD-A)	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-11 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:C-C motif chemokine 3-like 1	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Low affinity immunoglobulin gamma Fc region receptor II-b	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	metal ion-binding site:Zinc; structural	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-10 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-3 chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-4 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:First lumenal domain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-1 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:LD78-beta(5-70)	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:7 X approximate tandem repeats	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:3 X SP repeats	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	domain:C-type lectin 10	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:CD302 antigen	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	site:Cleavage; by caspase-8	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:V-type proton ATPase subunit E 1	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:MHC class II antigen	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-15 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Chemokine	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:MHC class II HLA-DR-beta	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:LD78-beta(3-70)	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Complement C4 gamma chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:V-type proton ATPase subunit E 2	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	lipid moiety-binding region:N6-myristoyl lysine	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	metal ion-binding site:Copper; catalytic	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	site:Essential for proton translocation	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Involved in peptide-binding site	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Glycophorin-E	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...) (polylactosaminoglycan)	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DRB1-8 beta chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Second lumenal domain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	site:Involved in receptor binding	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:HLA class II histocompatibility antigen, DR beta 4 chain	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Complement control factor I module 1	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	region of interest:Complement control factor I module 2	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:Low affinity immunoglobulin gamma Fc region receptor II-c	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
UP_SEQ_FEATURE	chain:MHC class II DR-beta	2	0.19436346	0.098529613	19.76650246	1	0.896636044	84.00685792
